facility_row_order,dc_id,facility_name_market_page,facility_name_detail_page,market_name_market_page,market_name_detail_page,market_slug,operator_market_page,company_name_detail_page,operator_final,street_address_market_page,street_address_detail_page,postal_detail_page,city_detail_page,country_detail_page,listing_type,capacity_type,status_code,status_label,stage_code,stage_label,latitude,longitude,description,tags,detail_url,market_url,market_listed_count,has_coordinates,kommunkod,lanskod,kommunnamn,lansnamn,east_3006,north_3006
25,5759,NSC DC02,NSC DC02,Stockholm,Stockholm,stockholm,Nordiska Servercentralen AB,Nordiska Servercentralen AB,Nordiska Servercentralen AB,Hemvärnsgatan 13,Hemvärnsgatan 13,17144,Solna,Sweden,Facility,Colocation,1,active,2,operational,59.353553,17.975896,"Servercentralen is the cloud factory for IT professionals. Through our services and experience we enable you or your customer to run an advanced IT infrastructure 24/7.

We are about 30 people divided into several teams in different time zones dedicated to serving our customers around the clock.

Servercentralen provides a full range of managed or un-managed public and private cloud services - virtual servers, hosted mail, remote desktops, backup, domain registration, storage, internet capacity, IPVPN, content delivery network and many more - on a monthly basis and in a scalable solution.

The infrastructure starts off in our own datacenters and spreads via reliable partners in Europe, Asia and US. This way, we keep control of our production and can deliver outstanding support when you need us.

Servercentralen has offices in Stockholm, Sweden and Pune, India and currently serves more than 38.000 users.",,https://www.datacentermap.com/sweden/stockholm/dc02/,https://www.datacentermap.com/sweden/stockholm/,48,True,184,01,Solna,Stockholms län,669179.6,6583202.6
26,3629,GlobalConnect Stockholm Sätra,GlobalConnect Stockholm Sätra,Stockholm,Stockholm,stockholm,GlobalConnect,GlobalConnect,GlobalConnect,Storsätragränd 3,Storsätragränd 3,129 39,Stockholm,Sweden,Facility,Colocation,1,active,2,operational,59.282479,17.923057,"Colocation and Hosting with security and energy efficiency in focus. IP-Only offers customers access and support 24/7/365. 2N redundancy is standard in IP-Only's data centers. Optimal uptime is provided through Availo's top ranked IP-net.

At Sätra, IP-Only has implemented an energy efficient system for passive cooling, which radically reduces the need of coolers and fans - saving energy and lowering costs!
",,https://www.datacentermap.com/sweden/stockholm/availo-dcs/,https://www.datacentermap.com/sweden/stockholm/,48,True,126,01,Huddinge,Stockholms län,666524.3,6575159.9
27,14265,T.Loop DEC003,T.Loop DEC003,Stockholm,Stockholm,stockholm,T.Loop,T.Loop,T.Loop,"Palmfelt Center, Palmfeltsvägen 5","Palmfelt Center, Palmfeltsvägen 5",121 62,Johanneshov,Sweden,Facility,Colocation,1,active,2,operational,59.293413,18.077394,"T.Loop’s DEC003 is a Data Energy Center® located in the central parts of southern Stockholm. Established in 2024, it has a total capacity of 1.0MW and operates with 30% lower energy costs than traditional data centers. The facility is designed to benefit IT customers, property owners, and energy companies, offering a 100% lower climate CO₂ footprint compared to conventional data centers.

DEC003 is part of T.Loop’s commitment to sustainable digital infrastructure, integrating heat recovery systems and energy-efficient solutions to minimize environmental impact. The facility is strategically positioned in Stockholm, a city known for its high connectivity standards and strong government support for fiber penetration.

As a Data Energy Center®, DEC003 sets a new benchmark for circular energy flows in the data center industry. T.Loop aims to redefine colocation services, ensuring minimal fossil fuel use and optimizing heat recovery for surrounding properties.",,https://www.datacentermap.com/sweden/stockholm/tloop-dec003/,https://www.datacentermap.com/sweden/stockholm/,48,True,180,01,Stockholm,Stockholms län,675256.6,6576772.6
28,14264,T.Loop DEC001,T.Loop DEC001,Stockholm,Stockholm,stockholm,T.Loop,T.Loop,T.Loop,Norra Malmvägen 143,Norra Malmvägen 143,191 65,Sollentuna,Sweden,Facility,Colocation,1,active,2,operational,59.439865,17.930398,"T.Loop’s DEC001 is a Data Energy Center® located at The Factory in Häggvik, Stockholm. Established in 2023, it has a total capacity of 0.2MW and operates with 30% lower energy costs than traditional data centers. The facility is designed to benefit IT customers, property owners, and energy companies, offering a 100% lower climate CO₂ footprint compared to conventional data centers.

DEC001 is part of T.Loop’s commitment to sustainable digital infrastructure, integrating heat recovery systems and energy-efficient solutions to minimize environmental impact. The facility is strategically positioned in Stockholm, a city known for its high connectivity standards and strong government support for fiber penetration.

As the world’s first Data Energy Center®, DEC001 sets a new benchmark for circular energy flows in the data center industry. T.Loop aims to redefine colocation services, ensuring minimal fossil fuel use and optimizing heat recovery for surrounding properties.",,https://www.datacentermap.com/sweden/stockholm/tloop-dec001/,https://www.datacentermap.com/sweden/stockholm/,48,True,163,01,Sollentuna,Stockholms län,666170.9,6592693.3
29,5344,Bahnof - Lajka,Bahnof - Lajka,Stockholm,Stockholm,stockholm,Bahnhof,Bahnhof,Bahnhof,Kista Science City,Kista Science City,164 51,Kista,Sweden,Facility,Colocation,1,active,2,operational,59.402,17.947,"With its military-grade steel and futuristic design, Lajka combines security and accessibility for businesses that want to grow beyond the common horizons. It's not a coincidence that Lajka is located in Kista Science Park, home of Sweden's most innovative companies.",,https://www.datacentermap.com/sweden/stockholm/bahnhof-lajka/,https://www.datacentermap.com/sweden/stockholm/,48,True,180,01,Stockholm,Stockholms län,667298.7,6588521.0
30,9617,Vaultica STO01B,Vaultica STO01B,Stockholm,Stockholm,stockholm,Vaultica Data Centers,Vaultica Data Centers,Vaultica Data Centers,Smedbyvagen 6,Smedbyvagen 6,19430,Upplands Vasby,Sweden,Facility,Colocation,1,active,2,operational,59.511704,17.89761,"STACK Infrastructure is a leading provider of digital infrastructure to scale the world's most innovative companies. The Company delivers an extensive geographic footprint spanning the United States, Canada, Europe and Asia Pacific and a comprehensive suite of data center and digital infrastructure solutions, including hyperscale campuses and build-to-suit data centers (""HYPERSTACK""), immediately available wholesale colocation and private data suites (""READYSTACK""), and powered shell options (""POWERSTACK"").

The STO01 campus is located in Upplands Väsby, a communications center for the northern suburbs of Stockholm. The location enables carrier neutral high speed connectivity. The unique combination of ample connectivity, significant expansion capacity, and state-of-the-art technical solutions ensure the Stockholm site is truly exceptional and sets a new standard for scalable colocation.

Adjacent to the existing operational data center (STO01A), STO01B offers exceptional connectivity, green power and proximity to the city of Stockholm. With 5,600 sqm of IT white space and up to 18MW of IT power load, this second phase at the Stockholm STO01 campus offers outstanding resiliency, redundancy, and security for your most mission-critical workloads.

STO01B offers white space, for HYPERSTACK & POWERSTACK solutions.",,https://www.datacentermap.com/sweden/stockholm/stack-infrastructure-sto01b/,https://www.datacentermap.com/sweden/stockholm/,48,True,114,01,Upplands Väsby,Stockholms län,663963.8,6600606.8
31,3823,Videnca Datacenter,Videnca Datacenter,Stockholm,Stockholm,stockholm,Videnca,Videnca,Videnca,Gjörwellsgatan 30,Gjörwellsgatan 30,11260,Stockholm,Sweden,Facility,Colocation,1,active,2,operational,59.326969,18.015068,"Hosting and co-location services, located centrally in Stockholm city. With redundant power, cooling and internet connections.

We also provide a high security infrastructure, 24/7 support, with the on-site technicians.

Look at our website for further information.

",,https://www.datacentermap.com/sweden/stockholm/teknik-i/,https://www.datacentermap.com/sweden/stockholm/,48,True,180,01,Stockholm,Stockholms län,671539.6,6580344.5
32,16185,Strängnäs AI Data Center,Strängnäs AI Data Center,Stockholm,Stockholm,stockholm,Brookfield Infrastructure Partners,Brookfield Infrastructure Partners,Brookfield Infrastructure Partners,"Gorsingeberget, E20","Gorsingeberget, E20",645 94,Strängnäs,Sweden,Facility,Colocation,1,active,0,planned,59.325243,17.046539,"Brookfield Infrastructure Partners is investing up to 95 billion kronor ($9.9 billion) in the Strängnäs AI Data Center located at Gorsingeberget, E20, Strängnäs, Sweden. This project significantly expands the initial plans, increasing the capacity to 750MW from a previously planned 300MW facility. To accommodate this growth, Brookfield intends to acquire an additional 350,000 sqm of land in Strängnäs.

The company anticipates the data center will reach its full capacity within 10-15 years. This development is part of Brookfield's strategy to invest at scale in the infrastructure essential for AI development, including data centers, data transfer, chip storage, and energy generation. The goal is to enhance sovereign compute capabilities for both public services and private enterprises across Europe, supporting Sweden's ambition to become a leading AI hub.",AI-Ready|Hyperscale-Ready,https://www.datacentermap.com/sweden/stockholm/strangnas-ai-data-center/,https://www.datacentermap.com/sweden/stockholm/,48,True,486,04,Strängnäs,Södermanlands län,616455.8,6578058.0
33,1348,Equinix SK1,Equinix SK1,Stockholm,Stockholm,stockholm,Equinix,Equinix,Equinix,Mariehällsvägen 36,Mariehällsvägen 36,16865,Bromma,Sweden,Facility,Colocation,1,active,2,operational,59.362255,17.956134,Profile text unavailable for this listing.,,https://www.datacentermap.com/sweden/stockholm/telecity-stockholm/,https://www.datacentermap.com/sweden/stockholm/,48,True,180,01,Stockholm,Stockholms län,668013.6,6584120.9
34,5342,Bahnof - Thule,Bahnof - Thule,Stockholm,Stockholm,stockholm,Bahnhof,Bahnhof,Bahnhof,Tunnelgatan 2,Tunnelgatan 2,111 37,Stockholm,Sweden,Facility,Colocation,1,active,2,operational,59.336725,18.063236,"The Thule bunker is Stockholm's biggest data center and cuts deep into the Brunkeberg Ridge. Thule is Stockholm's Biggest Fibre Hub. If you rent a server or a rack here, you will get physical access. Thule is one of Sweden&#39;s most energy efficient data centers.",,https://www.datacentermap.com/sweden/stockholm/bahnhof-thule/,https://www.datacentermap.com/sweden/stockholm/,48,True,180,01,Stockholm,Stockholms län,674228.8,6581555.2
35,12394,Bahnof - Gullan,Bahnof - Gullan,Stockholm,Stockholm,stockholm,Bahnhof,Bahnhof,Bahnhof,Österögatan 3,Österögatan 3,164 40,Kista,Sweden,Facility,Colocation,1,active,2,operational,59.402241,17.962735,"The Gullan Cosmic Network Station, located in the heart of Kista's IT cluster, represents the next generation of data centers with a focus on ultra-low latency and strategic peering to ensure the fastest response times in the Nordics. This state-of-the-art facility is integrated with Bahnhof's expansive Nordic fiber network, providing unparalleled connectivity.

As a hub for fiber, light, and collaboration, Gullan offers a unique meeting space, including a spectacular conference room, connected office spaces, and a break area in the space-themed bar. The data center is designed with security and reliability in mind, featuring UPS systems, cooling, shell protection, and redundant power supplies to ensure continuous operation.

Environmentally conscious, Gullan operates on renewable energy and boasts the Triple Green environmental label. In partnership with local power companies, it contributes to heating thousands of homes by recycling excess heat. With its robust security measures, including personal access logging and camera surveillance, Gullan sets a new standard for safe, reliable, and eco-friendly data center operations.",,https://www.datacentermap.com/sweden/stockholm/bahnof-gullan/,https://www.datacentermap.com/sweden/stockholm/,48,True,163,01,Sollentuna,Stockholms län,668190.4,6588587.5
36,12375,Stokab KN7 - Östermalm,Stokab KN7 - Östermalm,Stockholm,Stockholm,stockholm,AB Stokab,AB Stokab,AB Stokab,Artillerigatan 60,Artillerigatan 60,114 45,Stockholm,Sweden,Facility,Colocation,1,active,2,operational,59.339112,18.085491,Please visit the website of AB Stokab for further details about Stokab KN7 - Östermalm.,,https://www.datacentermap.com/sweden/stockholm/stokab-kn7-ostermalm/,https://www.datacentermap.com/sweden/stockholm/,48,True,180,01,Stockholm,Stockholms län,675481.7,6581879.3
37,12374,Stokab KN6 - Hammarby,Stokab KN6 - Hammarby,Stockholm,Stockholm,stockholm,AB Stokab,AB Stokab,AB Stokab,Kalmgatan 4,Kalmgatan 4,121 45,Johanneshov,Sweden,Facility,Colocation,1,active,2,operational,59.298414,18.089789,Please visit the website of AB Stokab for further details about Stokab KN6 - Hammarby.,,https://www.datacentermap.com/sweden/stockholm/stokab-kn6-hammarby/,https://www.datacentermap.com/sweden/stockholm/,48,True,180,01,Stockholm,Stockholms län,675936.3,6577361.8
38,12372,Stokab KN3 - Kista,Stokab KN3 - Kista,Stockholm,Stockholm,stockholm,AB Stokab,AB Stokab,AB Stokab,Borgarfjordsgatan 15,Borgarfjordsgatan 15,164 40,Kista,Sweden,Facility,Colocation,1,active,2,operational,59.405597,17.943482,Please visit the website of AB Stokab for further details about Stokab KN3 - Kista.,,https://www.datacentermap.com/sweden/stockholm/stokab-kn3-kista/,https://www.datacentermap.com/sweden/stockholm/,48,True,180,01,Stockholm,Stockholms län,667081.3,6588912.5
39,12373,Stokab KN5 - Södermalm,Stokab KN5 - Södermalm,Stockholm,Stockholm,stockholm,AB Stokab,AB Stokab,AB Stokab,Zinkens Väg 47,Zinkens Väg 47,117 41,Stockholm,Sweden,Facility,Colocation,1,active,2,operational,59.315356,18.04553,Please visit the website of AB Stokab for further details about Stokab KN5 - Södermalm.,,https://www.datacentermap.com/sweden/stockholm/stokab-kn5-sodermalm/,https://www.datacentermap.com/sweden/stockholm/,48,True,180,01,Stockholm,Stockholms län,673331.0,6579131.0
40,2480,Orange - Stockholm,Orange - Stockholm,Stockholm,Stockholm,stockholm,Orange,Orange,Orange,Gårdsvägen 6,Gårdsvägen 6,16970,Solna,Sweden,Facility,Colocation,1,active,2,operational,59.366416,18.01263,"Our data centres are located in buildings specifically designed to house computer equipment safely and securely. These are situated so that there is no impending threat from floods or other types of natural disaster. They are also located slightly away from densely populated areas. The locations are specially secured against vandalism and intrusion. For customers opting for an extra degree of physical security, our location in an underground facility some distance outside Stockholm can provide a good alternative.

Recent advances in the computing hardware located in data centres create enormous demands for power, cooling and ventilation. Basefarm's data centres are therefore equipped with powerful water conduits for cooling, ventilation systems for removal of dust and moisture, as well as large uninterruptible power supplies (UPS). In addition, they have one or more diesel units that will serve in the event of a major power outage. Development is rapidly moving towards smaller and more power consuming components, which generate much more heat in much less space. This means that a data centre designed only a few years ago cannot provide enough power and cooling to serve more than a small part of the room filled with today’s servers. Every time we put a new server into use, we adjust the conditions in the computer rooms to the new requirements, and when new rooms are built, room for future development is kept on the forefront of planning.

Basefarm currently has servers in several data centres of various sizes and levels of complexity both in Norway and Sweden. This way we can offer our customers the possibility for redundancy in terms of physical location as well. Backups are stored in a separate location to the data centres.",,https://www.datacentermap.com/sweden/stockholm/stockholm-2/,https://www.datacentermap.com/sweden/stockholm/,48,True,184,01,Solna,Stockholms län,671202.2,6584728.0
41,14195,Orange STH2,Orange STH2,Stockholm,Stockholm,stockholm,Orange,Orange,Orange,Hemvärnsgatan 9,Hemvärnsgatan 9,171 54,Solna,Sweden,Facility,Colocation,1,active,2,operational,59.354762,17.978069,Please visit the website of Orange for further details about Orange STH2.,,https://www.datacentermap.com/sweden/stockholm/orange-sth2/,https://www.datacentermap.com/sweden/stockholm/,48,True,184,01,Solna,Stockholms län,669297.0,6583342.7
42,1548,Verizon Stockholm,Verizon Stockholm,Stockholm,Stockholm,stockholm,Verizon Communications Inc.,Verizon Communications Inc.,Verizon Communications Inc.,Torshamnsgatan 27,Torshamnsgatan 27,16440,Kista,Sweden,Facility,Colocation,1,active,2,operational,59.40648,17.95347,Profile text unavailable for this listing.,,https://www.datacentermap.com/sweden/stockholm/verizon-stockholm/,https://www.datacentermap.com/sweden/stockholm/,48,True,180,01,Stockholm,Stockholms län,667643.7,6589035.8
43,6217,Teracom DC,Teracom DC,Stockholm,Stockholm,stockholm,Teracom,Teracom,Teracom,Mörka Kroken 28-30,Mörka Kroken 28-30,115 27,Stockholm,Sweden,Facility,Colocation,1,active,2,operational,59.335028,18.126793,"Teracom offers several Datacenter facilities across Sweden. Our facilities are connected to Teracom national backbone by dual redundant fiber access. Each Datacenter provides unique solution for our customer servers based on uninterruptible power supply and cooling system in an environment with highly secure perimeter. We offer everything from high-density racks, cages and private suites tailored to meet our customer's specific demands. Our Datacenter offers:

.	To colocate equipment in the most secure Datacenters environment in Sweden. 

.	Up to 1000 sqm space per site in common area, cage or private suite. 

.	Outlet strips in the form of dual PDUs (measurable if necessary). 

.	Measured dual power supply per feed (A and B power) with backed up by diesel and UPS on both feeds. 


.	Continuously system monitoring of power, temperature, humidity, etc.

.	Highly sensitive sampling detectors react and alert even before visible smoke is formed. Extinguishing System with Novec / Argonit to extinguish the fire by suffocation in less than 60 seconds. 

.	Perimeter protection in safety class 3 with CTTV cameras, alarms and surveillance. 

.	Hands and Eyes by Teracom technicians, available 24/7 365. 
",,https://www.datacentermap.com/sweden/stockholm/dc-kaknas/,https://www.datacentermap.com/sweden/stockholm/,48,True,180,01,Stockholm,Stockholms län,677850.9,6581534.4
44,13297,evroc Arlandastad,evroc Arlandastad,Stockholm,Stockholm,stockholm,evroc AB,evroc AB,evroc AB,within,E4 Roadway,195 61,Arlandastad,Sweden,Facility,Colocation,1,active,0,planned,59.616808,17.900029,"EVROC has acquired land in Arlandastad, located north of Stockholm and near Stockholm Arlanda Airport, to develop its first data center. The project, valued at 25 million SEK ($2.2 million, is set to break ground in the first half of 2025, with operations expected to commence by the latter half of 2026. The development will span 3,500 sqm (37,675 sq ft) and is designed to house 16,000 GPUs at full capacity.

The data center aims to be a sustainable and modern cloud-based facility, integrating AI at every layer from operations to developer tools. It will be powered by fossil-free energy and designed to minimize environmental impact through AI-driven optimizations in cooling and resource allocation. This project is part of EVROC's broader plan to develop 10 hyperscale data centers across Europe over the next decade, with an investment of €600 million ($640 million) in this initial site.",,https://www.datacentermap.com/sweden/stockholm/evroc-arlandastad/,https://www.datacentermap.com/sweden/stockholm/,48,True,191,01,Sigtuna,Stockholms län,663589.7,6612309.8
45,1532,TeliaSonera LJHN2,TeliaSonera LJHN2,Stockholm,Stockholm,stockholm,Telia Company,Telia Company,Telia Company,Trekantsvägen 7,Trekantsvägen 7,11743,Stockholm,Sweden,Facility,Colocation,1,active,2,operational,59.313177,18.023065,"TeliaSonera International Carrier offers high-quality data center solutions for customers who value high availability, high security, flexibility and convenience – at affordable prices. You can place your equipment and connect it to TeliaSonera International Carrier’s capacity and IP backbone, and connect to local loop providers and other service providers.
",,https://www.datacentermap.com/sweden/stockholm/telia-stockholm/,https://www.datacentermap.com/sweden/stockholm/,48,True,180,01,Stockholm,Stockholms län,672064.0,6578830.3
46,1709,GlobalConnect Stockholm Järfälla,GlobalConnect Stockholm Järfälla,Stockholm,Stockholm,stockholm,GlobalConnect,GlobalConnect,GlobalConnect,Elektronikhöjden 6,Elektronikhöjden 6,175 43,Järfälla,Sweden,Facility,Colocation,1,active,2,operational,59.407014,17.835766,Profile text unavailable for this listing.,,https://www.datacentermap.com/sweden/stockholm/ip-only-stockholm-jarfalla/,https://www.datacentermap.com/sweden/stockholm/,48,True,123,01,Järfälla,Stockholms län,660962.8,6588804.6
47,3627,GlobalConnect Stockholm Hammarby,GlobalConnect Stockholm Hammarby,Stockholm,Stockholm,stockholm,GlobalConnect,GlobalConnect,GlobalConnect,Virkesv. 6,Virkesv. 6,120 30,Stockholm,Sweden,Facility,Colocation,1,active,2,operational,59.30142,18.09168,Colocation and Hosting with security and energy efficiency in focus. IP-Only offers customers access and support 24/7/365. 2N redundancy is standard in IP-Only's data centers. Optimal uptime is provided through IP-Only's top ranked IP-net. Ideal central location in Hammarby Sjostad!,,https://www.datacentermap.com/sweden/stockholm/availo-dch/,https://www.datacentermap.com/sweden/stockholm/,48,True,180,01,Stockholm,Stockholms län,676028.4,6577701.3
48,1538,TeliaSonera HDN/I,TeliaSonera HDN/I,Stockholm,Stockholm,stockholm,Telia Company,Telia Company,Telia Company,Rudsjöterrassen 5,Rudsjöterrassen 5,13640,Handen,Sweden,Facility,Colocation,1,active,2,operational,59.165048,18.134392,"TeliaSonera International Carrier offers high-quality data center solutions for customers who value high availability, high security, flexibility and convenience – at affordable prices. You can place your equipment and connect it to TeliaSonera International Carrier’s capacity and IP backbone, and connect to local loop providers and other service providers.
",,https://www.datacentermap.com/sweden/stockholm/telia-haninge/,https://www.datacentermap.com/sweden/stockholm/,48,True,136,01,Haninge,Stockholms län,679173.1,6562640.2
49,1711,GlobalConnect Stockholm Gärdet,GlobalConnect Stockholm Gärdet,Stockholm,Stockholm,stockholm,GlobalConnect,GlobalConnect,GlobalConnect,Sehlstedtsgatan 9,Sehlstedtsgatan 9,115 28,Stockholm,Sweden,Facility,Colocation,1,active,2,operational,59.342258,18.112573,Profile text unavailable for this listing.,,https://www.datacentermap.com/sweden/stockholm/ip-only-stockholm-gardet/,https://www.datacentermap.com/sweden/stockholm/,48,True,180,01,Stockholm,Stockholms län,677004.9,6582301.1
50,16843,atNorth SWE04,atNorth SWE04,Sollefteå,Sollefteå,solleftea,atNorth,atNorth,atNorth,Hamre Industrial Park,Hamre Industrial Park,882 91,Långsele,Sweden,Facility,Colocation,1,active,0,planned,63.187321,17.077009,"atNorth is planning a significant expansion with its new SWE04 data center campus in Sollefteå, Sweden. Situated in Hamre Industrial Park, Långsele, the facility will occupy a 50-hectare plot and is slated for operation in the first half of 2028. This development underscores atNorth's commitment to sustainable and scalable digital infrastructure, capable of supporting high-density workloads with direct liquid cooling and densities up to 1MW per rack. The company also intends to pursue heat reuse partnerships for the campus. The Sollefteå Municipality has welcomed the investment, recognizing its potential to strengthen the local economy and create skilled employment opportunities. This new site adds to atNorth's growing portfolio of data centers across the Nordic region.",AI-Ready,https://www.datacentermap.com/sweden/solleftea/atnorth-swe04/,https://www.datacentermap.com/sweden/solleftea/,1,True,2283,22,Sollefteå,Västernorrlands län,604517.6,7008151.3
51,8486,EcoDataCenter 1,EcoDataCenter 1,Falun,Falun,falun,EcoDataCenter,EcoDataCenter,EcoDataCenter,Slaggvarpsvägen 21,Slaggvarpsvägen 21,791 77,Falun,Sweden,Facility,Colocation,1,active,2,operational,60.610486,15.610459,"Let your business develop and grow in our state-of-the-art facility in Falun, where sustainable design and energy efficiency meet optimal physical and technical security. This is Sweden's safest HPC plant, optimized for high-density applications. Our Main Site already protects critical data from some of the world's largest companies in various industries. This is a testament to the site&#39;s unique capacity and EcoDataCenter&#39;s ability to meet high demands and handle large data volumes.

The extremely high level of security at the facility includes both shell protection and modern security systems as well as 24/7 surveillance. As the site was built, the location was carefully chosen. A barrier of boulders and hard-to-reach areas surrounds the site, which is located in a low risk area outside Falun.

This large-scale facility gives your company the opportunity to quickly gain access to more space as the needs get bigger. The facility&#39;s flexible and modern design allows us to offer many different options, ranging from high-density racks in shared environments to wholesale solutions in our own properties. This means that our customers can look forward to a long-term and secure solution for their data operations.

With its unique location in Falun, about 200 km northwest of Stockholm, the site has access to nearby wind farms and hydropower plants. The electricity consumed at our site in Falun is 100% renewable. 75% comes from hydropower and 25% from wind power. The electricity comes from large regional hydropower plants and nearby wind farms that have extremely low CO? emissions during their lifecycle and offer highly competitive energy costs. In the big cities, the energy mix looks completely different. The renewable energy sources that are considered ""green"" usually has a much larger climate footprint.

The site comprises data centers of varying sizes, with a total of 80 MW of available electrical power for electricity and cooling, redundantly few from independent and separate power stations near the site.

The site is connected to the city of Falun&#39;s CHP plant and in a unique solution, the generated surplus energy is used for heating of surrounding properties and production of renewable fuel in the form of pellets.
",,https://www.datacentermap.com/sweden/falun/ecodatacenter-main/,https://www.datacentermap.com/sweden/falun/,2,True,2080,20,Falun,Dalarnas län,533420.4,6719557.9
52,12318,EcoDataCenter Borlänge,EcoDataCenter Borlänge,Falun,Falun,falun,EcoDataCenter,EcoDataCenter,EcoDataCenter,Kvarnsvedsvägen 420,Kvarnsvedsvägen 420,784 66,Borlänge,Sweden,Facility,Colocation,1,active,1,under_construction,60.524545,15.419711,"EcoDataCenter is set to establish a significant presence in Borlänge, Sweden, with the acquisition of a 20-acre site previously occupied by a paper mill plant. This new venture aims to create a 'mega campus' for data centers, with a projected capacity of at least 240MW, potentially expanding up to 360MW.

The strategic location near Falun, where EcoDataCenter already operates, will allow for an efficient expansion of services while leveraging the existing partner ecosystem. This development is poised to make it the largest data center in Sweden, with completion targeted for 2027.

This ambitious project marks a milestone in EcoDataCenter's growth, contributing to the transformation of the Dalarna region into a hub for high-tech infrastructure and sustainable energy solutions.",,https://www.datacentermap.com/sweden/falun/ecodatacenter-borlange/,https://www.datacentermap.com/sweden/falun/,2,True,2081,20,Borlänge,Dalarnas län,523038.8,6709904.4
53,6402,Ardent Boden,Ardent Boden,Boden,Boden,boden,Ardent Data Centers,Ardent Data Centers,Ardent Data Centers,Hydrogrand 2,Hydrogrand 2,961 43,Boden,Sweden,Facility,Colocation,1,active,2,operational,65.805071,21.683491,"Hydro66 has changed the economics of colocation by rejecting expensive legacy designs and adopting techniques pioneered by large internet companies for the colocation market for the first time. Located just 30km from Facebook's European datacenter, Hydro66 is the first large-scale colocation provider in the region.

Customers have been able to reduce their carbon footprint and reduce their costs compared to conventional colocation. 

Traditional data centres waste huge amounts of power on cooling equipment such as compressor-based AC. Our location just 60km from the Arctic Circle (latitude 66´ north) means we can rely on natural free air-cooling for 95% of the year and complemented by ultra-efficient evaporative cooling on the warmest days of the year. Our PUE is always less than 1.07 - power conditioning, UPS, air handling and efficient lighting add a maximum of 7% to the core IT load.

* 100% renewable hydroelectric energy 
* 100% free air cooling resulting in a design PUE of 1.07
* Building designed around efficient airflow and integrated into the surrounding environment.
* Located directly adjacent to abundant generation to avoid power transmission losses.

The local power grid has not suffered an outage since 1979.

&lt;h2&gt;A new design to solve a global problem.&lt;/h2&gt;

Many of the unique features in the Hydro66 data centre stem from the disruptive design that takes advantage of the local environmental and operational climate to minimise the impact on the environment as well as significantly reducing costs.

The design has four key differences to the 'normal&#39; data centre found in major European cities. These are:

1.	A ""spread-out"" design taking advantage of the relatively low cost and high availability of land in our location.
The data centre is not a normal multi-floor &#39;square box&#39; design, but a unique &#39;spine and branch&#39; design that enables significant innovative ideas for lowering carbon footprint impacts as well as dramatically lowering the overall PUE of the data centre.

2.	The use wherever possible of locally sourced materials and labour to build and operate the data centre.
The design draws on decades of local building experience. All of the major construction materials have been sourced and fabricated in Sweden or the wider Nordic area using 100% local labour for the major superstructure. Where sourcing within the Nordics was not possible, European based companies selected in preference. 

3.	100% ""free air"" cooling, 100% of the time.
Hydro66 does not use any indirect transfer mediums or &#39;split&#39; forced chilling units anywhere within the facility. Even in the height of summer when supplemental water based adiabatic cooling is required this is done &#39;in-hall&#39; and all cooling is housed entirely within the building. This is important to protect from extreme low temperatures and the significant amount of snow that occurs during winter. There is no compromise in terms of the rack environment provided, with temperature and humidity fully controlled within ASHRAE guidelines.

4.	Resilient power designed-in and used as the base line
The facility has the unique attraction of being directly adjacent to a new 120MW substation that is multi dropped from separate regional grid infrastructures. There is a 80MW hydro-electric power station just 500m away with other grid feeds coming from the local, regional and national grids, including the 16 other hydro-electric power stations further up the Lule river which generates a huge 4300MW.

5. Collaboration with manufacturers
In adopting free air cooling and rejecting compressor based or indirect free air solutions Hydro66 needed a solution that would process and filter large volumes of air efficiently and also be able to control humidity.   Through close collaboration with EcoCooling a customised version of the ECT10800 evaporative cooler was created and has been deployed in the datacentre.

Learn more or contact us at www.hydro66.com 
",,https://www.datacentermap.com/sweden/boden/hydro66/,https://www.datacentermap.com/sweden/boden/,3,True,2582,25,Boden,Norrbottens län,805193.3,7314444.2
54,13899,HIVE Sweden 1.0,HIVE Sweden 1.0,Boden,Boden,boden,HIVE Digital Technologies Ltd,HIVE Digital Technologies Ltd,HIVE Digital Technologies Ltd,Hangargränd 1,Hangargränd 1,961 34,Boden,Sweden,Facility,Colocation,1,active,2,operational,65.807439,21.684829,"HIVE Digital Technologies' 32 MW Boden facility in Sweden is a flagship example of sustainable and efficient data center operations. Powered by hydroelectric energy, the facility supports Sweden's energy infrastructure by providing demand and frequency response services, enhancing grid stability. It also collaborates with the Research Institute of Sweden on innovative projects to improve data center efficiency and sustainability. Beyond its technical achievements, the Boden facility contributes to the local community by sponsoring the Boden Hockey Club and the HIVE Arena, showcasing HIVE's commitment to social and environmental responsibility.",,https://www.datacentermap.com/sweden/boden/hive-sweden-10/,https://www.datacentermap.com/sweden/boden/,3,True,2582,25,Boden,Norrbottens län,805226.1,7314713.5
